# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.254918798804283142e-02 9.239803466796875000e+02 2.545116210937500000e+03 3.973741455078125000e+02 1.802214886993169785e-03 4.477927461266517639e-03 1.086885388940572739e-02 9.239803466796875000e+02 2.545116210937500000e+03 3.973741455078125000e+02 1.802214886993169785e-03 4.477927461266517639e-03
1.000000000000000000e+03 3.282174301147460938e+01 1.235921573638916016e+01 7.455345916748046875e+01 1.914686965942382812e+01 6.294920444488525391e-01 7.678836345672607422e+00 2.487672042846679688e+01 1.235921573638916016e+01 7.455345916748046875e+01 1.914686965942382812e+01 6.294920444488525391e-01 7.678836345672607422e+00
2.000000000000000000e+03 9.094948768615722656e+00 3.649113893508911133e+00 2.006548404693603516e+00 3.497488498687744141e+00 7.567464113235473633e-01 1.982386112213134766e+00 6.663951396942138672e+00 3.649113893508911133e+00 2.006548404693603516e+00 3.497488498687744141e+00 7.567464113235473633e-01 1.982386112213134766e+00
3.000000000000000000e+03 2.163158893585205078e+00 1.779921174049377441e+00 9.685212969779968262e-01 4.872862398624420166e-01 4.888863861560821533e-01 1.244899153709411621e+00 1.410938620567321777e+00 1.779921174049377441e+00 9.685212969779968262e-01 4.872862398624420166e-01 4.888863861560821533e-01 1.244899153709411621e+00
4.000000000000000000e+03 7.212607860565185547e-01 7.632195949554443359e-01 2.708215117454528809e-01 1.140624806284904480e-01 3.077387511730194092e-01 6.197805404663085938e-01 7.920665144920349121e-01 7.632195949554443359e-01 2.708215117454528809e-01 1.140624806284904480e-01 3.077387511730194092e-01 6.197805404663085938e-01
5.000000000000000000e+03 5.530702471733093262e-01 4.218956828117370605e-01 1.855142116546630859e-01 8.028022199869155884e-02 2.649120092391967773e-01 2.628372609615325928e-01 9.592095613479614258e-01 4.218956828117370605e-01 1.855142116546630859e-01 8.028022199869155884e-02 2.649120092391967773e-01 2.628372609615325928e-01
6.000000000000000000e+03 3.851639628410339355e-01 1.595160812139511108e-01 1.401978284120559692e-01 6.502916663885116577e-02 2.354244142770767212e-01 1.391050070524215698e-01 1.241748690605163574e+00 1.595160812139511108e-01 1.401978284120559692e-01 6.502916663885116577e-02 2.354244142770767212e-01 1.391050070524215698e-01
7.000000000000000000e+03 5.891557931900024414e-01 5.916631817817687988e-01 1.475439667701721191e-01 6.939633190631866455e-02 2.384025454521179199e-01 3.672434389591217041e-01 7.432878613471984863e-01 5.916631817817687988e-01 1.475439667701721191e-01 6.939633190631866455e-02 2.384025454521179199e-01 3.672434389591217041e-01
8.000000000000000000e+03 3.436512947082519531e-01 1.533144414424896240e-01 1.196595653891563416e-01 5.784332752227783203e-02 2.041374295949935913e-01 1.591388732194900513e-01 8.812128901481628418e-01 1.533144414424896240e-01 1.196595653891563416e-01 5.784332752227783203e-02 2.041374295949935913e-01 1.591388732194900513e-01
9.000000000000000000e+03 2.376062273979187012e-01 6.575914472341537476e-02 1.013163849711418152e-01 3.756790980696678162e-02 1.872356086969375610e-01 6.812915205955505371e-02 9.972938895225524902e-01 6.575914472341537476e-02 1.013163849711418152e-01 3.756790980696678162e-02 1.872356086969375610e-01 6.812915205955505371e-02
1.000000000000000000e+04 5.779560804367065430e-01 2.754485309123992920e-01 1.325914412736892700e-01 4.493459686636924744e-02 2.109465748071670532e-01 1.580950617790222168e-01 8.734506964683532715e-01 2.754485309123992920e-01 1.325914412736892700e-01 4.493459686636924744e-02 2.109465748071670532e-01 1.580950617790222168e-01
