# step, loss_train, loss_test, metrics_test
2.100000000000000000e+03 3.140678745694458485e-04 3.799431025981903076e-03 7.231775089167058468e-05 2.010505886573810130e-05 5.072765634395182133e-05 2.633058466017246246e-03 1.477165060350671411e-04 3.799431025981903076e-03 7.231775089167058468e-05 2.010505886573810130e-05 5.072765634395182133e-05 2.633058466017246246e-03
2.200000000000000000e+03 3.095818392466753721e-04 3.733848221600055695e-03 6.758243398508056998e-05 1.874991357908584177e-05 5.539215999306179583e-05 2.580937696620821953e-03 1.521708763903006911e-04 3.733848221600055695e-03 6.758243398508056998e-05 1.874991357908584177e-05 5.539215999306179583e-05 2.580937696620821953e-03
2.300000000000000000e+03 3.045581397600471973e-04 3.612191649153828621e-03 7.115850894479081035e-05 1.725384572637267411e-05 6.130323163233697414e-05 2.535061445087194443e-03 1.417053572367876768e-04 3.612191649153828621e-03 7.115850894479081035e-05 1.725384572637267411e-05 6.130323163233697414e-05 2.535061445087194443e-03
2.400000000000000000e+03 2.977566327899694443e-04 3.570435568690299988e-03 6.463853060267865658e-05 1.715586222417186946e-05 7.052544970065355301e-05 2.476589987054467201e-03 1.461978972656652331e-04 3.570435568690299988e-03 6.463853060267865658e-05 1.715586222417186946e-05 7.052544970065355301e-05 2.476589987054467201e-03
2.500000000000000000e+03 2.991835353896021843e-04 3.416576888412237167e-03 6.916696293046697974e-05 1.442754000891000032e-05 7.405185169773176312e-05 2.458401024341583252e-03 1.431478012818843126e-04 3.416576888412237167e-03 6.916696293046697974e-05 1.442754000891000032e-05 7.405185169773176312e-05 2.458401024341583252e-03
2.600000000000000000e+03 3.030872321687638760e-04 3.370929742231965065e-03 7.680270209675654769e-05 1.377436274196952581e-05 8.470238390145823359e-05 2.403835067525506020e-03 1.577529328642413020e-04 3.370929742231965065e-03 7.680270209675654769e-05 1.377436274196952581e-05 8.470238390145823359e-05 2.403835067525506020e-03
2.700000000000000000e+03 2.984692109748721123e-04 3.211918519809842110e-03 6.638104969169944525e-05 1.185235578304855153e-05 8.768910629441961646e-05 2.398733282461762428e-03 1.518174394732341170e-04 3.211918519809842110e-03 6.638104969169944525e-05 1.185235578304855153e-05 8.768910629441961646e-05 2.398733282461762428e-03
2.800000000000000000e+03 3.188048722222447395e-04 3.133720485493540764e-03 5.995452374918386340e-05 1.098515349440276623e-05 9.511067037237808108e-05 2.374976640567183495e-03 1.664946903474628925e-04 3.133720485493540764e-03 5.995452374918386340e-05 1.098515349440276623e-05 9.511067037237808108e-05 2.374976640567183495e-03
2.900000000000000000e+03 3.007955674547702074e-04 3.012104658409953117e-03 6.400916754500940442e-05 1.005033300316426903e-05 1.003198631224222481e-04 2.352443058043718338e-03 1.638189278310164809e-04 3.012104658409953117e-03 6.400916754500940442e-05 1.005033300316426903e-05 1.003198631224222481e-04 2.352443058043718338e-03
3.000000000000000000e+03 3.047740901820361614e-04 2.937472891062498093e-03 6.776833470212295651e-05 9.491760465607512742e-06 1.065828328137286007e-04 2.320272382348775864e-03 1.694471429800614715e-04 2.937472891062498093e-03 6.776833470212295651e-05 9.491760465607512742e-06 1.065828328137286007e-04 2.320272382348775864e-03
