# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.358214259147644043e-02 1.551745533943176270e+00 2.424082905054092407e-01 4.929440561681985855e-03 7.775517180562019348e-03 5.325319617986679077e-02 7.383694499731063843e-02 1.551745533943176270e+00 2.424082905054092407e-01 4.929440561681985855e-03 7.775517180562019348e-03 5.325319617986679077e-02
1.000000000000000000e+02 1.677037030458450317e-02 4.995966702699661255e-02 6.565940100699663162e-03 1.825464569265022874e-04 6.782955024391412735e-04 1.348426342010498047e-01 1.285092160105705261e-02 4.995966702699661255e-02 6.565940100699663162e-03 1.825464569265022874e-04 6.782955024391412735e-04 1.348426342010498047e-01
2.000000000000000000e+02 1.067935768514871597e-02 2.950961142778396606e-02 1.618098700419068336e-03 2.879416570067405701e-04 3.312994958832859993e-04 6.543962657451629639e-02 5.694177467375993729e-03 2.950961142778396606e-02 1.618098700419068336e-03 2.879416570067405701e-04 3.312994958832859993e-04 6.543962657451629639e-02
3.000000000000000000e+02 3.258838783949613571e-03 2.026615850627422333e-02 2.358665224164724350e-04 2.338165504625067115e-04 8.033782796701416373e-05 3.348688781261444092e-02 2.325403271242976189e-03 2.026615850627422333e-02 2.358665224164724350e-04 2.338165504625067115e-04 8.033782796701416373e-05 3.348688781261444092e-02
4.000000000000000000e+02 3.352559637278318405e-03 1.109222136437892914e-02 1.445353263989090919e-04 7.317454583244398236e-05 6.529943493660539389e-05 1.766627468168735504e-02 1.300945528782904148e-03 1.109222136437892914e-02 1.445353263989090919e-04 7.317454583244398236e-05 6.529943493660539389e-05 1.766627468168735504e-02
5.000000000000000000e+02 2.801697701215744019e-03 8.538615889847278595e-03 9.228927956428378820e-05 7.743659807601943612e-05 2.969162233057431877e-05 1.162140537053346634e-02 1.342808012850582600e-03 8.538615889847278595e-03 9.228927956428378820e-05 7.743659807601943612e-05 2.969162233057431877e-05 1.162140537053346634e-02
6.000000000000000000e+02 1.928512239828705788e-03 7.534255739301443100e-03 3.000208198500331491e-05 6.655324250459671021e-05 3.234199175494723022e-05 8.780598640441894531e-03 9.440967114642262459e-04 7.534255739301443100e-03 3.000208198500331491e-05 6.655324250459671021e-05 3.234199175494723022e-05 8.780598640441894531e-03
7.000000000000000000e+02 1.321959658525884151e-03 6.690002046525478363e-03 5.142892041476443410e-05 5.543796214624308050e-05 3.951233520638197660e-05 7.379976566880941391e-03 6.509184604510664940e-04 6.690002046525478363e-03 5.142892041476443410e-05 5.543796214624308050e-05 3.951233520638197660e-05 7.379976566880941391e-03
8.000000000000000000e+02 9.138231980614364147e-04 6.122986786067485809e-03 6.977708108024671674e-05 4.575563434627838433e-05 3.826399552053771913e-05 6.244816817343235016e-03 4.637177044060081244e-04 6.122986786067485809e-03 6.977708108024671674e-05 4.575563434627838433e-05 3.826399552053771913e-05 6.244816817343235016e-03
9.000000000000000000e+02 6.844515446573495865e-04 5.687141325324773788e-03 8.097417594399303198e-05 3.843437298201024532e-05 3.345583900227211416e-05 5.339084658771753311e-03 3.810608759522438049e-04 5.687141325324773788e-03 8.097417594399303198e-05 3.843437298201024532e-05 3.345583900227211416e-05 5.339084658771753311e-03
1.000000000000000000e+03 5.821655504405498505e-04 5.354175809770822525e-03 8.068683382589370012e-05 3.529165405780076981e-05 3.163509973092004657e-05 4.705734550952911377e-03 3.412163932807743549e-04 5.354175809770822525e-03 8.068683382589370012e-05 3.529165405780076981e-05 3.163509973092004657e-05 4.705734550952911377e-03
1.100000000000000000e+03 1.549036824144423008e-03 5.511490162461996078e-03 2.497524255886673927e-04 3.373423896846361458e-05 2.852993748092558235e-05 4.155069123953580856e-03 1.108610071241855621e-03 5.511490162461996078e-03 2.497524255886673927e-04 3.373423896846361458e-05 2.852993748092558235e-05 4.155069123953580856e-03
1.200000000000000000e+03 4.721868026535958052e-04 4.874895792454481125e-03 7.142236427171155810e-05 3.283563637523911893e-05 3.198000922566279769e-05 3.869736799970269203e-03 3.016975533682852983e-04 4.874895792454481125e-03 7.142236427171155810e-05 3.283563637523911893e-05 3.198000922566279769e-05 3.869736799970269203e-03
1.300000000000000000e+03 4.266674804966896772e-04 4.726051818579435349e-03 7.045599340926855803e-05 3.133263817289844155e-05 3.340332114021293819e-05 3.571406006813049316e-03 2.794751781038939953e-04 4.726051818579435349e-03 7.045599340926855803e-05 3.133263817289844155e-05 3.340332114021293819e-05 3.571406006813049316e-03
1.400000000000000000e+03 4.014565784018486738e-04 4.551319871097803116e-03 6.774073699489235878e-05 3.065321288886480033e-05 3.312596163596026599e-05 3.371420316398143768e-03 2.470573235768824816e-04 4.551319871097803116e-03 6.774073699489235878e-05 3.065321288886480033e-05 3.312596163596026599e-05 3.371420316398143768e-03
1.500000000000000000e+03 5.319690681062638760e-04 4.525941330939531326e-03 1.145838032243773341e-04 3.483389082248322666e-05 3.383015791769139469e-05 3.164166351780295372e-03 2.567878982517868280e-04 4.525941330939531326e-03 1.145838032243773341e-04 3.483389082248322666e-05 3.383015791769139469e-05 3.164166351780295372e-03
1.600000000000000000e+03 3.537293523550033569e-04 4.303268622606992722e-03 6.878199928905814886e-05 2.761005998763721436e-05 3.529192690621130168e-05 3.055747132748365402e-03 1.960443478310480714e-04 4.303268622606992722e-03 6.878199928905814886e-05 2.761005998763721436e-05 3.529192690621130168e-05 3.055747132748365402e-03
1.700000000000000000e+03 2.719489391893148422e-03 4.568405915051698685e-03 3.819480480160564184e-04 2.654758282005786896e-05 4.179211100563406944e-05 2.927070716395974159e-03 1.059508183971047401e-03 4.568405915051698685e-03 3.819480480160564184e-04 2.654758282005786896e-05 4.179211100563406944e-05 2.927070716395974159e-03
1.800000000000000000e+03 3.301777469459921122e-04 4.096509423106908798e-03 7.082307274686172605e-05 2.439594936731737107e-05 3.962355185649357736e-05 2.845928072929382324e-03 1.680159912211820483e-04 4.096509423106908798e-03 7.082307274686172605e-05 2.439594936731737107e-05 3.962355185649357736e-05 2.845928072929382324e-03
1.900000000000000000e+03 3.269946028012782335e-04 3.984109964221715927e-03 7.210587500594556332e-05 2.293299985467456281e-05 4.267420808901078999e-05 2.760199829936027527e-03 1.603057025931775570e-04 3.984109964221715927e-03 7.210587500594556332e-05 2.293299985467456281e-05 4.267420808901078999e-05 2.760199829936027527e-03
2.000000000000000000e+03 3.118856402579694986e-04 3.912889398634433746e-03 7.507463305955752730e-05 2.136299553967546672e-05 4.660096601583063602e-05 2.693142741918563843e-03 1.489293790655210614e-04 3.912889398634433746e-03 7.507463305955752730e-05 2.136299553967546672e-05 4.660096601583063602e-05 2.693142741918563843e-03
